a1,0.01721293402764448
termpaper,0.03661176208512522
literature,0.052270929836483467
nonfiction,0.07359624888948371
term,0.014431804846912276
paper,0.03981838750767978
book,0.03935334828437379
analysis,0.03148267862749903
art,0.02347411529037588
studies,0.02240770038498977
science,0.05413679100542754
click,0.01680238431251151
title,0.01630833989695493
discusses,0.057406211721901745
function,0.026557633192085768
78yr,0.01950940624341223
0fn,0.08501598517403795
0s,0.10325036861913062
10pgs,0.01913540390730058
examines,0.018537048731337626
79yr,0.028159191441581077
7pgs,0.07509117717754954
books,0.02968101729288923
5pgs,0.02907514312707305
communications,0.015025047391529843
6fn,0.021281378000526107
5s,0.019383428751382034
review,0.028519954072251066
events,0.025054136462034665
murder,0.037351934154681056
charles,0.042178899727397294
family,0.02319021907284967
80yr,0.03927346222769942
recounting,0.06051753116724431
life,0.026457223945075277
modern,0.022197580871194302
8pgs,0.019258770419628517
fiction,0.04618452159193554
utopianism,0.07359624888948371
society,0.031272644783452104
house,0.020160101630767757
6pgs,0.019013302714834045
wiesel,0.07359624888948371
desire,0.055197186667112784
84yr,0.02268355699643543
91yr,0.02319021907284967
parent,0.03576227471867483
relationships,0.03392714757787414
novels,0.04618452159193554
reich,0.07839866852658173
space,0.026788800880860785
merchants,0.057092744590437394
advertising,0.03793276944241239
fossey,0.07359624888948371
gorillas,0.07359624888948371
comments,0.016021464282918497
